loan_id,customer_id,branch_id,loan_type,loan_amount,interest_rate,loan_term,loan_status,disbursement_date
LOAN000319,CUST004914,BR113,Personal Loan,443397,14.72,27,Defaulted,2024-11-26
LOAN000320,CUST001186,BR902,Home Loan,7079779,12.49,157,Active ,2021-05-24
LOAN000321,CUST004525,BR072,Home Loan,3446896,15.68,191,Active,2021-03-16
LOAN000322,CUST001827,BR003,Personal Loan,547077,11.02,32,Active,2024-02-21
LOAN000323,CUST000525,BR081,Auto Loan,272077,12.85,69,Active,2013-11-22
LOAN000324,CUST004015,BR139,Auto Loan,458506,12.76,69,actve,2021-08-28
LOAN000325,CUST003218,BR050,Education Loan,127871,,86,Active,2023-02-15
LOAN000326,CUST000336,BR140,Gold Loan,423052,14.93,7,Active,2013-09-07
LOAN000327,CUST001312,BR012,Personal Loan,967115,15.64,51,Active,2025-07-27
LOAN000328,CUST001623,BR019,Personal Loan,898505,12.12,56,Defaulted,2020-09-21
LOAN000329,CUST003228,BR132,Personal Loan,792524,11.79,31,Pending Approval,2024-01-18
LOAN000330,CUST003491,BR005,Home Loan,6975665,12.54,222,Active,2026-07-24
LOAN000331,CUST003195,BR079,Auto Loan,1069294,15.27,47,Active,2025-10-18
LOAN000332,CUST003075,BR092,Home Loan,4394199,8.68,128,Closed,2013-02-27
LOAN000333,CUST004674,BR133,Home Loan,4929265,8.84,169,Active,2019-01-27
LOAN000334,CUST003987,BR011,Home Loan,2988824,10.3,160,Active,2025-06-14
LOAN000335,CUST003783,BR037,Education Loan,582616,16.48,69,Closed,2023-11-20
LOAN000336,CUST002055,BR110,Auto Loan,,10.78,54,Active,2026-04-06
LOAN000337,CUST002508,BR033,Business Loan,1740427,13.14,37,Active,2026-03-01
LOAN000338,CUST001218,BR055,Business Loan,3861416,15.06,65,Active,2023-06-04
LOAN000339,CUST002919,BR022,Education Loan,434206,12.52,40,Active,2026-06-14
LOAN000340,CUST002316,BR045,Gold Loan,137206,8.28,25,Closed,2026-01-07
LOAN000341,CUST004519,BR145,Home Loan,2522432,13.56,175,Pending Approval,2023-04-23
LOAN000342,CUST001724,BR039,Gold Loan,316547,11.48,21,Active,2014-11-27
LOAN000343,CUST001685,BR114,Auto Loan,1075242,12.75,42,Defaulted,2026-07-13
LOAN000344,CUST001774,BR126,Gold Loan,413231,13.71,29,Closed,2022-05-25
LOAN000345,CUST001759,BR065,Personal Loan,645517,9.52,35,Active,2026-06-24
LOAN000346,CUST002664,BR141,Education Loan,1263970,8.08,115,Closed,2025-06-10
LOAN000347,CUST000360,BR074,Home Loan,8397222,15.81,131,CLOSED,2022-03-17
LOAN000348,CUST001754,BR014,Education Loan,1628165,14.21,69,Active,2022-07-06
LOAN000349,CUST004258,BR137,Home Loan,2608342,13.83,189,Active,2026-06-28
LOAN000350,CUST000661,BR020,Business Loan,1545397,12.56,65,Active,2020-09-22
LOAN000351,CUST004309,BR013,Business Loan,1759597,12.17,86,Active,2025-04-03
LOAN000352,CUST000190,BR110,Personal Loan,445278,14.38,53,Active,2023-04-07
LOAN000353,CUST003751,BR149,Business Loan,266080,7.82,40,Closed,2023-10-10
LOAN000354,CUST002651,BR138,Personal Loan,458524,14.15,49,Active,2021-03-23
LOAN000355,CUST004841,BR148,Auto Loan,550808,15.9,55,Active,2024-07-31
LOAN000356,CUST001447,BR139,Gold Loan,291976,14.66,13,Active,2025-04-15
LOAN000357,CUST004316,BR042,Gold Loan,398080,16.21,32,Active,2025-05-22
LOAN000358,CUST003836,BR132,Personal Loan,590042,11.77,13,Closed,2025-03-19
LOAN000359,CUST000115,BR132,Home Loan,4278847,15.38,147,Active,2024-08-17
LOAN000360,CUST003060,BR060,Personal Loan,465451,13.72,42,Pending Approval,2021-10-02
LOAN000361,CUST000424,BR108,Home Loan,2016662,15.12,183,Active,2025-02-04
LOAN000362,CUST004011,BR003,Personal Loan,80176,7.98,31,Closed,2025-08-06
LOAN000363,CUST002286,BR104,Education Loan,842014,7.51,46,Defaulted,2019-12-18
LOAN000364,CUST001570,BR002,Personal Loan,542133,14.49,13,Active,2024-02-24
LOAN000365,CUST002009,BR049,Home Loan,7545342,12.39,236,Pending Approval,2022-08-26
LOAN000366,CUST002998,BR001,Personal Loan,466051,8.39,12,Closed,2025-01-10
LOAN000367,CUST000083,BR090,Personal Loan,704670,9.15,37,Active,2013-12-28
LOAN000368,CUST004802,BR077,Auto Loan,1247232,8.88,78,Active,2026-02-10
LOAN000369,CUST002265,BR123,Home Loan,6564822,9.44,233,Active,2023-08-16
LOAN000370,CUST001194,BR044,Education Loan,533224,16.44,43,Closed,2015-12-20
LOAN000371,CUST004688,BR113,Home Loan,5991389,12.33,124,Closed,2025-01-28
LOAN000372,CUST004742,BR147,Business Loan,4975105,16.3,82,Active ,2022-07-27
LOAN000373,CUST001023,BR091,Education Loan,1627307,9.28,56,Closed,2024-10-24
LOAN000374,CUST000896,BR097,Personal Loan,935467,11.74,47,Active,2022-05-06
LOAN000375,CUST001044,BR135,Home Loan,7753127,12.2,120,Active,2019-09-09
LOAN000376,CUST000759,BR124,Auto Loan,1382786,14.88,57,Closed,2026-01-23
LOAN000377,CUST001471,BR103,Business Loan,1990292,7.71,56,Active,2022-02-27
LOAN000378,CUST003675,BR136,Personal Loan,374271,11.5,50,Closed,2022-12-14
LOAN000379,CUST004146,BR099,Auto Loan,1726280,9.53,39,Active,2024-06-21
LOAN000380,CUST004904,BR057,Personal Loan,583689,14.65,41,Closed,2026-01-09
LOAN000381,CUST004912,BR017,Auto Loan,775475,11.5,32,Active,2024-08-27
LOAN000382,CUST004063,BR018,Business Loan,2700958,7.52,61,Active,2025-03-26
LOAN000383,CUST000354,BR143,Personal Loan,367922,8.28,35,Active,2022-12-26
LOAN000384,CUST000306,BR004,Home Loan,7110016,9.03,127,Active,2025-07-02
LOAN000385,CUST002289,BR128,Auto Loan,1021667,7.68,62,Active,2022-07-12
LOAN000386,CUST000893,BR122,Education Loan,1146632,10.41,48,Closed,2024-02-28
LOAN000387,CUST001494,BR142,Gold Loan,63370,15.65,8,Defaulted,2025-12-28
LOAN000388,CUST003463,BR005,Education Loan,1277103,13.27,95,Closed,2025-02-08
LOAN000389,CUST003776,BR138,Gold Loan,432865,9.65,8,Closed,2026-04-25
LOAN000390,CUST004318,BR086,Personal Loan,764625,8.37,45,Defaulted,2024-04-27
LOAN000391,CUST000984,BR139,Home Loan,4932055,9.91,188,Defaulted,2025-12-12
LOAN000392,CUST002264,BR079,Home Loan,4678101,14.64,202,Active,2019-12-03
LOAN000393,CUST004931,BR125,Home Loan,1608397,9.12,164,Active,2023-01-18
LOAN000394,CUST003303,BR075,Personal Loan,773476,14.18,44,Active,2023-06-17
LOAN000395,CUST004557,BR055,Gold Loan,399757,14.88,30,Active,2026-03-06
LOAN000396,CUST002154,BR146,Personal Loan,698481,13.83,38,Pending Approval,2015-12-20
LOAN000397,CUST002085,BR037,Personal Loan,271066,12.24,53,Closed,2016-09-29
LOAN000398,CUST002383,BR015,Personal Loan,615343,9.75,45,Active,2023-12-19
LOAN000399,CUST004293,BR059,Business Loan,3174336,13.34,24,ACTIVE,2020-02-18
LOAN000400,CUST004225,BR092,Personal Loan,406575,12.35,34,Active,2020-01-10
LOAN000401,CUST000863,BR071,Education Loan,2299249,7.61,51,Active,2021-08-13
LOAN000402,CUST004033,BR028,Business Loan,3803441,16.31,53,Active ,2026-03-23
LOAN000403,CUST004224,BR065,Auto Loan,672903,14.31,58,Active,2026-04-13
LOAN000404,CUST002943,BR017,Auto Loan,1246318,7.79,26,Active,2024-05-08
LOAN000405,CUST002303,BR005,Auto Loan,341040,11.15,57,Active,2018-08-14
LOAN000406,CUST001040,BR093,Auto Loan,1480850,12.96,69,ACTIVE,2023-06-08
LOAN000407,CUST001718,BR073,Auto Loan,409936,15.33,82,Closed,2025-10-12
LOAN000408,CUST002241,BR065,Auto Loan,793374,13.1,46,Active,2024-06-15
LOAN000409,CUST003920,BR033,Auto Loan,1626213,,42,Active,2023-08-26
LOAN000410,CUST003492,BR009,Business Loan,1477551,13.37,88,Active,2026-06-15
LOAN000411,CUST000971,BR017,Gold Loan,236355,12.08,28,Active,2024-06-10
LOAN000412,CUST000209,BR089,Home Loan,1711774,,160,actve,2016-11-18
LOAN000413,CUST003423,BR092,Gold Loan,80600,13.08,24,actve,2025-06-28
LOAN000414,CUST003046,BR147,Home Loan,5568694,15.56,180,Pending Approval,2022-03-21
LOAN000415,CUST002126,BR080,Personal Loan,,8.1,52,Closed,2026-04-19
LOAN000416,CUST003107,BR002,Home Loan,7195183,11.07,218,Active,2023-12-16
LOAN000417,CUST003048,BR092,Personal Loan,783234,12.48,28,Closed,2026-04-23
LOAN000418,CUST002953,BR045,Personal Loan,664545,12.37,56,Closed,2022-05-28
LOAN000419,CUST002037,BR144,Gold Loan,483922,14.87,34,Active,2022-08-16
LOAN000420,CUST002475,BR103,Auto Loan,1284558,12.97,74,Defaulted,2026-07-04
LOAN000421,CUST000183,BR137,Personal Loan,805833,8.13,57,Active,2023-08-06
LOAN000422,CUST002219,BR125,Auto Loan,666901,11.19,71,pending approval,2013-11-10
LOAN000423,CUST000546,BR108,Auto Loan,678680,12.32,72,Active,2021-10-06
LOAN000424,CUST003312,BR085,Business Loan,4841076,12.72,41,Active,2025-04-22
LOAN000425,CUST000003,BR046,Home Loan,3026691,10.57,205,Active,2025-09-16
LOAN000426,CUST001803,BR055,Education Loan,149462,14.64,40,Active,2022-03-08
LOAN000427,CUST002264,BR014,Home Loan,4742487,14.9,222,Active,2026-06-21
LOAN000428,CUST004515,BR024,Personal Loan,138306,14.52,27,Closed,2020-12-29
LOAN000429,CUST001944,BR142,Personal Loan,282700,13.19,20,Active,2026-06-13
LOAN000430,CUST000210,BR025,Business Loan,3849347,11.11,38,Active,2021-10-18
LOAN000431,CUST002999,BR023,Home Loan,5183346,14.53,134,Active,2018-09-22
LOAN000432,CUST004506,BR142,Personal Loan,303539,10.13,51,Active,2025-05-10
LOAN000433,CUST002214,BR084,Personal Loan,278109,10.3,57,ACTIVE,2024-02-16
LOAN000434,CUST004482,BR001,Home Loan,2774574,9.38,236,Active,2026-03-19
LOAN000435,CUST002341,BR067,Home Loan,5401602,16.05,134,Active,2023-11-08
LOAN000436,CUST003435,BR100,Personal Loan,385751,,15,Active,2025-08-15
LOAN000437,CUST002782,BR072,Education Loan,1457451,8.44,67,actve,2025-02-28
LOAN000438,CUST004074,BR086,Business Loan,256803,16.45,75,Active,2025-07-11
LOAN000439,CUST001563,BR072,Personal Loan,639994,15.94,43,Defaulted,2019-02-13
LOAN000440,CUST002281,BR116,Business Loan,2984830,10.71,75,Active,2026-02-08
LOAN000441,CUST003281,BR019,Home Loan,8478049,10.87,157,Active,2018-06-15
LOAN000442,CUST001216,BR020,Home Loan,4830751,8.31,128,Closed,2022-03-01
LOAN000443,CUST004971,BR049,Personal Loan,283637,14.77,34,Closed,2025-03-09
LOAN000444,CUST002170,BR093,Personal Loan,248182,11.61,47,Active,2022-04-05
LOAN000445,CUST004702,BR143,Personal Loan,418741,12.63,22,Active,2023-09-06
LOAN000446,CUST004207,BR092,Gold Loan,396952,12.89,35,Closed,2026-03-22
LOAN000447,CUST002448,BR032,Auto Loan,273043,15.47,69,Defaulted,2020-06-28
LOAN000448,CUST002935,BR125,Personal Loan,744074,16.02,23,Closed,2026-01-21
LOAN000449,CUST002734,BR134,Home Loan,4969610,13.08,235,Active,2025-08-25
LOAN000450,CUST004307,BR150,Home Loan,6597434,7.57,172,Active,2022-11-26
LOAN000451,CUST003485,BR127,Home Loan,6169211,12.85,213,Closed,2025-10-31
LOAN000452,CUST003900,BR102,Personal Loan,936055,12.14,26,Active,2024-07-09
LOAN000453,CUST001948,BR057,Home Loan,8562049,8.25,152,Closed,2025-03-28
LOAN000454,CUST000957,BR097,Home Loan,3735014,9.6,208,Active,2016-06-15
LOAN000455,CUST004843,BR903,Home Loan,5408464,13.89,190,Defaulted,2025-11-04
LOAN000456,CUST004095,BR028,Gold Loan,163128,9.42,26,Closed,2026-05-03
LOAN000457,CUST003578,BR030,Auto Loan,1360152,14.49,76,Closed,2025-09-04
LOAN000458,CUST000040,BR072,Personal Loan,770665,9.33,34,Pending Approval,2026-02-01
LOAN000459,CUST000892,BR003,Personal Loan,319187,13.34,18,Active,2022-05-11
LOAN000460,CUST004875,BR114,Gold Loan,117915,12.16,17,Closd,2026-07-22
LOAN000461,CUST000440,BR141,Personal Loan,58812,15.15,16,ACTIVE,2026-02-14
LOAN000462,CUST001313,BR144,Personal Loan,955673,,50,Active,2021-02-14
LOAN000463,CUST001669,BR059,Home Loan,1810684,7.86,220,Active,2025-01-09
LOAN000464,CUST001475,BR031,Gold Loan,137065,9.13,9,Closed,2024-09-13
LOAN000465,CUST004637,BR038,Personal Loan,755822,13.34,45,Active,2025-06-21
LOAN000466,CUST001638,BR009,Auto Loan,421804,16.12,78,Pending Approval,2026-01-10
LOAN000467,CUST004872,BR124,Home Loan,5419592,8.76,203,Closed,2026-07-31
LOAN000468,CUST004716,BR116,Personal Loan,454850,10.78,31,Pending Approval,2018-02-14
LOAN000469,CUST000216,BR003,Home Loan,7245394,12.52,199,Active,2018-10-23
LOAN000470,CUST003302,BR024,Education Loan,168866,16.26,84,Active,2024-11-03
LOAN000471,CUST003913,BR025,Education Loan,2280291,11.97,113,Closed,2016-12-06
LOAN000472,CUST001440,BR099,Education Loan,1685424,,86,Active,2026-07-08
LOAN000473,CUST004788,BR010,Home Loan,3913921,11.59,209,Closed,2023-07-01
LOAN000474,CUST001573,BR037,Auto Loan,1407850,11.21,72,Active,2020-03-28
LOAN000475,CUST004741,BR044,Home Loan,3772733,13.55,126,Active ,2023-05-11
LOAN000476,CUST004161,BR143,Home Loan,4200708,13.18,135,Defaulted,2025-12-25
LOAN000477,CUST002997,BR141,Business Loan,4366051,8.95,57,Closed,2025-03-25
LOAN000478,CUST000403,BR124,Auto Loan,686844,8.72,35,Active,2018-04-20
LOAN000479,CUST001656,BR027,Auto Loan,1453830,15.94,30,Closed,2020-10-16
LOAN000480,CUST003970,BR090,Home Loan,6608591,13.01,182,Active,2025-10-16
LOAN000481,CUST003318,BR010,Home Loan,7765908,9.34,164,Closed,2025-08-12
LOAN000482,CUST003739,BR017,Gold Loan,262382,7.8,25,Active,2021-11-27
LOAN000483,CUST001624,BR077,Home Loan,2047552,15.29,213,Closed,2023-04-08
LOAN000484,CUST001737,BR089,Auto Loan,927031,14.73,33,Closed,2019-07-30
LOAN000485,CUST000438,BR113,Gold Loan,367650,11.81,11,Defaulted,2018-06-22
LOAN000486,CUST003087,BR007,Gold Loan,233543,15.72,14,Active,2020-10-12
LOAN000487,CUST001232,BR104,Personal Loan,639561,9.53,21,Active,2017-02-19
LOAN000488,CUST004007,BR013,Home Loan,7988180,16.27,160,Active,2021-01-10
LOAN000489,CUST002327,BR106,Personal Loan,934187,12.58,21,Closed,2021-11-21
LOAN000490,CUST000675,BR105,Auto Loan,180418,10.82,72,Pending Approval,2019-06-06
LOAN000491,CUST003218,BR136,Auto Loan,1019109,7.97,42,Closed,2021-07-29
LOAN000492,CUST004750,BR023,Auto Loan,1059802,8.31,47,Active,2024-12-15
LOAN000493,CUST004325,BR139,Personal Loan,239922,9.37,13,Active,2026-06-16
LOAN000494,CUST001159,BR013,Auto Loan,957047,11.72,79,Active,2025-12-05
LOAN000495,CUST004748,BR149,Personal Loan,911095,7.72,53,Closed,2021-01-16
LOAN000496,CUST003271,BR068,Gold Loan,152301,11.88,15,Active,2026-05-29
LOAN000497,CUST003060,BR103,Home Loan,6067111,15.89,193,Active,2022-03-02
LOAN000498,CUST003344,BR148,Personal Loan,307884,14.5,18,Active,2026-06-24
LOAN000499,CUST000046,BR049,Education Loan,1995646,16.47,69,Active,2021-02-17
LOAN000500,CUST001035,BR113,Business Loan,,14.42,31,Active,2024-08-28
LOAN000501,CUST002359,BR118,Personal Loan,959872,11.48,32,Active,2016-06-27
LOAN000502,CUST000563,BR077,Personal Loan,67083,10.0,45,Closed,2017-12-02
LOAN000503,CUST000618,BR067,Education Loan,2220690,16.35,43,Active,2023-07-06
LOAN000504,CUST003828,BR026,Gold Loan,235799,-2.0,26,Active,2026-07-10
LOAN000505,CUST000464,BR085,Auto Loan,1798150,10.81,50,Active,2026-03-15
LOAN000506,CUST002056,BR036,Gold Loan,446221,14.9,27,Defaulted,2025-08-30
LOAN000507,CUST003253,BR037,Gold Loan,155448,15.12,34,Active,2020-04-19
LOAN000508,CUST003339,BR122,Personal Loan,776796,11.99,30,Active,2023-06-14
LOAN000509,CUST004253,BR098,Personal Loan,184410,11.55,29,Active,2026-01-16
LOAN000510,CUST000270,BR010,Home Loan,3554490,15.63,164,Active,2026-03-08
LOAN000511,CUST000965,BR048,Home Loan,6071328,10.43,210,Active,2018-07-25
LOAN000512,CUST003877,BR085,Auto Loan,241165,15.47,24,Active,2021-09-18
LOAN000513,CUST000317,BR111,Home Loan,7786864,14.93,200,Active,2024-10-30
LOAN000514,CUST003924,BR136,Education Loan,1048328,9.07,67,Closed,2016-07-08
LOAN000515,CUST004524,BR064,Personal Loan,327234,8.77,25,Closed,2025-08-24
LOAN000516,CUST002208,BR068,Gold Loan,168987,8.48,8,Active,2022-04-28
LOAN000517,CUST003775,BR030,Auto Loan,507059,15.57,35,Closed,2024-04-10
LOAN000518,CUST001344,BR140,Personal Loan,134562,13.57,40,Active,2022-01-15
LOAN000519,CUST001176,BR039,Personal Loan,326162,9.95,49,Closed,2024-08-24
LOAN000520,CUST000233,BR111,Personal Loan,316919,12.1,15,Active,2026-02-28
LOAN000521,CUST002906,BR130,Personal Loan,862121,10.51,18,Defaulted,2022-10-01
LOAN000522,CUST001407,BR106,Education Loan,2439837,15.94,110,Closed,2026-01-03
LOAN000523,CUST000251,BR081,Personal Loan,498358,,55,Active,2024-05-07
LOAN000524,CUST001991,BR063,Home Loan,8819762,9.3,182,Active,2025-10-14
LOAN000525,CUST003247,BR078,Auto Loan,1750552,11.68,57,Active,2025-04-06
LOAN000526,CUST001210,BR026,Personal Loan,257524,7.51,51,Active,2024-03-21
LOAN000527,CUST001038,BR124,Personal Loan,859602,15.16,39,Active,2020-04-03
LOAN000528,CUST000169,BR904,Personal Loan,287595,13.3,39,Closed,2023-10-27
LOAN000529,CUST003374,BR082,Auto Loan,1571534,13.68,24,Active,2019-09-17
LOAN000530,CUST000580,BR024,Personal Loan,871761,10.38,41,Closed,2025-05-16
LOAN000531,CUST004522,BR140,Business Loan,2931564,12.29,71,Active,2014-06-08
LOAN000532,CUST003143,BR109,Personal Loan,786444,9.68,48,Closed,2025-12-03
LOAN000533,CUST003578,BR085,Personal Loan,913551,15.69,56,Defaulted,2025-11-25
LOAN000534,CUST001365,BR089,Personal Loan,778692,13.26,17,Closed,2016-05-19
LOAN000535,CUST000342,BR039,Business Loan,709536,15.32,45,Active,2015-02-14
LOAN000536,CUST004203,BR090,Home Loan,5626346,7.65,136,Closed,2025-08-31
LOAN000537,CUST001111,BR007,Home Loan,1549788,11.69,134,Active,2021-06-23
LOAN000538,CUST001002,BR049,Gold Loan,248707,12.71,33,Active,2025-01-27
LOAN000539,CUST004559,BR120,Personal Loan,736857,11.14,54,Active,2020-10-01
LOAN000540,CUST000775,BR037,Auto Loan,303040,10.6,33,Active,2025-04-24
LOAN000541,CUST000518,BR116,Personal Loan,125581,13.58,45,Active,2020-09-11
LOAN000542,CUST001942,BR115,Home Loan,8396547,16.42,231,Active,2026-06-19
LOAN000543,CUST000624,BR047,Gold Loan,240479,9.16,7,Closed,2025-11-21
LOAN000544,CUST003154,BR035,Auto Loan,1597065,11.78,30,Active,2023-01-02
LOAN000545,CUST003443,BR108,Auto Loan,1048160,9.26,64,Active,2024-06-03
LOAN000546,CUST004296,BR017,Home Loan,4217304,7.54,195,ACTIVE,2022-02-07
LOAN000547,CUST003229,BR034,Auto Loan,291934,9.03,82,Closed,2026-04-10
LOAN000548,CUST003718,BR072,Home Loan,2920386,8.48,217,Closed,2026-02-09
LOAN000549,CUST003420,BR051,Gold Loan,470313,9.89,24,Closed,2023-11-21
LOAN000550,CUST003138,BR109,Personal Loan,489401,11.31,47,Closed,2024-02-08
LOAN000551,CUST002488,BR011,Business Loan,1579106,15.52,91,Active,2026-07-03
LOAN000552,CUST001748,BR003,Personal Loan,981670,15.67,49,Active,2021-04-17
LOAN000553,CUST002242,BR026,Personal Loan,755550,9.31,17,Active,2026-07-03
LOAN000554,CUST004955,BR039,Home Loan,4917271,8.24,163,Pending Approval,2015-09-22
LOAN000555,CUST002448,BR059,Home Loan,4679164,15.94,177,Active,2026-02-19
LOAN000556,CUST001293,BR101,Auto Loan,1570532,11.48,79,Active,2023-06-10
LOAN000557,CUST001591,BR057,Home Loan,1614521,12.35,132,Active,2025-02-18
LOAN000558,CUST001091,BR062,Business Loan,2957694,10.66,62,Active,2021-08-09
LOAN000559,CUST001491,BR131,Business Loan,2867780,16.12,73,Closed,2023-09-26
LOAN000560,CUST002995,BR001,Personal Loan,525999,16.06,21,Closed,2021-04-05
LOAN000561,CUST000141,BR087,Gold Loan,39722,15.98,19,Active,2022-03-24
LOAN000562,CUST003978,BR106,Gold Loan,363542,13.76,33,Active,2024-02-26
LOAN000563,CUST003606,BR089,Home Loan,1734887,13.95,174,actve,2026-01-03
LOAN000564,CUST004875,BR031,Gold Loan,476981,9.3,31,actve,2023-04-03
LOAN000565,CUST002979,BR030,Gold Loan,101176,10.47,6,Closed,2019-01-03
LOAN000566,CUST001933,BR042,Personal Loan,771486,9.84,41,Active,2022-11-07
LOAN000567,CUST003513,BR098,Education Loan,1742528,11.98,98,Active,2024-03-02
LOAN000568,CUST001957,BR075,Personal Loan,950057,7.86,32,Pending Approval,2023-03-10
LOAN000569,CUST000966,BR133,Auto Loan,951990,15.33,69,actve,2026-07-19
LOAN000570,CUST004089,BR137,Auto Loan,803454,16.44,73,Active,2015-05-09
LOAN000571,CUST000089,BR121,Home Loan,7334793,12.42,231,Closed,2026-05-30
LOAN000572,CUST004525,BR066,Business Loan,603238,11.18,80,Pending Approval,2023-05-21
LOAN000573,CUST004231,BR044,Business Loan,3187125,14.2,31,Closed,2025-06-28
LOAN000574,CUST002894,BR011,Business Loan,804615,11.81,61,Active,2017-08-19
LOAN000575,CUST002358,BR069,Auto Loan,236739,11.79,41,Closed,2025-08-18
LOAN000576,CUST000038,BR067,Personal Loan,239976,14.42,23,Closed,2020-05-22
LOAN000577,CUST001622,BR067,Education Loan,1568287,7.66,68,Active,2024-07-24
LOAN000578,CUST002538,BR055,Auto Loan,1405924,14.03,67,Closed,2025-10-08
LOAN000579,CUST004578,BR091,Gold Loan,64786,8.91,9,Active,2019-10-21
LOAN000580,CUST001984,BR018,Gold Loan,159486,11.26,30,Active,2021-09-11
LOAN000581,CUST000357,BR014,Personal Loan,149700,10.88,25,Active,2019-08-13
LOAN000582,CUST002369,BR024,Auto Loan,509963,16.39,34,Defaulted,2016-05-10
LOAN000583,CUST001312,BR003,Personal Loan,58544,14.8,16,Active,2025-09-25
LOAN000584,CUST000912,BR090,Business Loan,4479390,9.07,33,Defaulted,2022-03-01
LOAN000585,CUST001933,BR069,Personal Loan,757455,8.83,14,Defaulted,2018-05-21
LOAN000586,CUST003387,BR148,Home Loan,8157544,9.71,211,Closed,2015-10-28
LOAN000587,CUST002980,BR108,Personal Loan,772067,13.64,54,Active,2021-04-06
LOAN000588,CUST004983,BR133,Personal Loan,92123,15.07,53,Defaulted,2021-05-22
LOAN000589,CUST001873,BR009,Home Loan,7880163,11.82,128,Closed,2020-11-10
LOAN000590,CUST003306,BR125,Gold Loan,330048,14.44,15,Active,2026-07-30
LOAN000591,CUST003163,BR058,Auto Loan,862005,9.53,52,Active,2025-05-29
LOAN000592,CUST001350,BR037,Home Loan,4371298,14.97,191,Active,2025-10-13
LOAN000593,CUST003430,BR079,Personal Loan,445449,14.06,29,Closed,2026-01-26
LOAN000594,CUST002158,BR088,Personal Loan,315180,14.4,17,Defaulted,2025-02-25
LOAN000595,CUST004899,BR012,Gold Loan,388610,8.68,22,Active,2024-01-17
LOAN000596,CUST003161,BR022,Education Loan,1092598,8.37,101,Closed,2024-10-28
LOAN000597,CUST003838,BR133,Home Loan,6723815,11.94,231,Active,2013-07-11
LOAN000598,CUST003795,BR065,Home Loan,5932015,14.34,217,Active,2022-09-11
LOAN000599,CUST002760,BR141,Gold Loan,410861,10.13,18,Closed,2022-09-15
LOAN000600,CUST004377,BR111,Business Loan,4376049,8.89,36,Closed,2025-08-05
LOAN000601,CUST002501,BR021,Business Loan,4200717,8.9,92,Active,2022-07-09
LOAN000602,CUST002269,BR033,Home Loan,5695978,10.23,209,Active,2024-03-03
